128
1       2       3       5	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1
3	4	2	1	2	5	2	5	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5
1	1	2	9	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1
1	2	3	1	2	5	2	5	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5
7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1
2	5	2	5	2	5	2	5	1	1	1	1	1	1	1	1	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	1	1	1	1	1	1	1	1	2	5	2	5	2	5	2	5	1	1	1	1	1	1	1	1	2	5	2	5	2	5	2	5	1	1	1	1	1	1	1	1	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	1	1	1	1	1	1	1	1	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5
7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1	7	1
2	5	2	5	2	5	2	5	1	1	1	1	1	1	1	1	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	1	1	1	1	1	1	1	1	2	5	2	5	2	5	2	5	1	1	1	1	1	1	1	1	2	5	2	5	2	5	2	5	1	1	1	1	1	1	1	1	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5	1	1	1	1	1	1	1	1	2	5	2	5	2	5	2	5	2	5	2	5	2	5	2	5
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	7	1	1	1	1	1	7	1	7	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	1	1	1	1	2	5	2	5
